Wall time,Step,Value
1694332868.8179812,16185,3.7386655807495117
1694332868.8877163,16186,3.737976551055908
1694332872.7213666,16236,3.703667402267456
1694332873.105752,16239,3.70161771774292
1694332873.3657181,16241,3.700253963470459
1694332874.0152605,16247,3.696164846420288
1694332881.0861745,16313,3.65152907371521
1694332884.1630092,16346,3.629438638687134
1694332887.4284358,16392,3.5989081859588623
1694332888.761576,16411,3.5863864421844482
1694332888.9717638,16414,3.584414005279541
1694332889.8805299,16427,3.575880527496338
1694332903.2564504,16603,3.4626381397247314
1694332903.3980231,16605,3.4613780975341797
1694332904.304832,16615,3.4550716876983643
1694332913.5077078,16731,3.382930278778076
1694332913.8643398,16735,3.380481719970703
1694332921.575256,16834,3.320373773574829
1694332924.0588026,16866,3.301211357116699
1694332925.1111243,16880,3.292877674102783
1694332925.3203008,16883,3.2910852432250977
1694332927.0632384,16907,3.2768657207489014
1694332929.9035356,16947,3.2533159255981445
1694332930.1784828,16951,3.250971555709839
1694332933.8592973,17002,3.2212672233581543
1694332934.85533,17016,3.213169574737549
1694332937.5538895,17054,3.191315174102783
1694332937.7674673,17057,3.1895976066589355
1694332939.1155787,17076,3.178746461868286
1694332942.2294762,17120,3.1537868976593018
1694332942.6589463,17126,3.1504018306732178
1694332942.729249,17127,3.1498372554779053
1694332943.86282,17143,3.140838146209717
1694332944.7139552,17155,3.1341071128845215
1694332950.414822,17229,3.0929884910583496
1694332950.5603988,17231,3.0918848514556885
1694332951.9729648,17250,3.0814366340637207
1694332952.9257357,17263,3.074315309524536
1694332953.652596,17273,3.068850517272949
1694332954.2423167,17281,3.064488649368286
1694332962.4965053,17394,3.0036706924438477
1694332965.210337,17431,2.9840924739837646
1694332971.3363369,17515,2.9402236938476562
1694332974.9184675,17563,2.9155240058898926
1694332978.9075193,17617,2.888046979904175
1694332979.9988058,17632,2.8804733753204346
1694332980.0716808,17633,2.879970073699951
1694332981.156561,17648,2.8724279403686523
1694332982.828773,17671,2.8609142303466797
1694332984.0664277,17688,2.852433681488037
1694332984.7194312,17697,2.847960948944092
1694332987.1810513,17731,2.8311352729797363
1694332989.8670707,17768,2.8129780292510986
1694332993.1517394,17814,2.7906157970428467
1694332997.3427474,17873,2.7622756958007812
1694332997.8542993,17880,2.758937358856201
1694332997.9256325,17881,2.7584617137908936
1694332998.2154343,17885,2.756556987762451
1694333001.7618039,17935,2.732902765274048
1694333002.961758,17952,2.7249209880828857
1694333003.8064198,17964,2.7193069458007812
1694333006.6947134,18005,2.700242042541504
1694333006.9069898,18008,2.6988539695739746
1694333008.8074136,18035,2.686404228210449
1694333010.8522005,18064,2.673119068145752
